company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
TITAN,2014-03,+,-,-,Shareholder Returns
TITAN,2016-03,+,-,+,Mixed
TITAN,2017-03,+,-,+,Mixed
TITAN,2018-03,+,-,-,Shareholder Returns
TITAN,2019-03,+,-,+,Mixed
TITAN,2020-03,+,-,-,Shareholder Returns
TITAN,2021-03,+,-,+,Mixed
TITAN,2023-03,+,-,-,Shareholder Returns
TITAN,2024-03,+,-,-,Shareholder Returns
TORNTPHARM,2010-03,+,-,-,Shareholder Returns
TORNTPHARM,2011-03,+,-,-,Reinvestor
TORNTPHARM,2012-03,+,-,-,Shareholder Returns
TORNTPHARM,2014-03,+,-,-,Shareholder Returns
TORNTPHARM,2015-03,+,-,+,Mixed
TORNTPHARM,2016-03,+,-,-,Shareholder Returns
TORNTPHARM,2017-03,+,-,+,Mixed
TORNTPHARM,2019-03,+,-,+,Mixed
TORNTPHARM,2020-03,+,-,+,Mixed
TORNTPHARM,2021-03,+,-,-,Shareholder Returns
TORNTPHARM,2022-03,+,-,-,Shareholder Returns
TORNTPHARM,2023-03,+,-,-,Shareholder Returns
TORNTPOWER,2010-03,+,-,-,Shareholder Returns
TORNTPOWER,2011-03,+,-,-,Shareholder Returns
TORNTPOWER,2012-03,+,-,-,Reinvestor
TORNTPOWER,2013-03,+,-,-,Shareholder Returns
TORNTPOWER,2014-03,+,-,-,Reinvestor
TORNTPOWER,2015-03,+,-,-,Shareholder Returns
TORNTPOWER,2016-03,+,-,-,Shareholder Returns
TORNTPOWER,2017-03,+,-,-,Shareholder Returns
TORNTPOWER,2019-03,+,-,-,Shareholder Returns
TORNTPOWER,2020-03,+,-,-,Shareholder Returns
TORNTPOWER,2021-03,+,-,+,Mixed
TORNTPOWER,2022-03,+,-,-,Shareholder Returns
TORNTPOWER,2023-03,+,-,+,Mixed
TORNTPOWER,2024-03,+,-,-,Shareholder Returns
TVSMOTOR,2011-03,+,-,-,Shareholder Returns
TVSMOTOR,2012-03,+,-,-,Reinvestor
TVSMOTOR,2013-03,+,-,-,Shareholder Returns
TVSMOTOR,2014-03,+,-,-,Shareholder Returns
TVSMOTOR,2015-03,+,-,-,Shareholder Returns
TVSMOTOR,2016-03,+,-,-,Reinvestor
TVSMOTOR,2017-03,+,-,-,Shareholder Returns
TVSMOTOR,2018-03,+,-,+,Mixed
TVSMOTOR,2019-03,+,-,-,Shareholder Returns
TVSMOTOR,2020-03,+,-,+,Mixed
TVSMOTOR,2021-03,+,-,-,Shareholder Returns
TVSMOTOR,2023-03,+,-,-,Shareholder Returns
TVSMOTOR,2024-03,+,-,-,Shareholder Returns
ULTRACEMCO,2011-03,+,-,-,Shareholder Returns
ULTRACEMCO,2012-03,+,-,+,Mixed
ULTRACEMCO,2013-03,+,-,+,Mixed
ULTRACEMCO,2014-03,+,-,+,Mixed
ULTRACEMCO,2015-03,+,-,+,Mixed
ULTRACEMCO,2016-03,+,-,+,Mixed
ULTRACEMCO,2017-03,+,-,-,Shareholder Returns
ULTRACEMCO,2019-03,+,-,+,Mixed
ULTRACEMCO,2020-03,+,-,-,Shareholder Returns
ULTRACEMCO,2021-03,+,-,-,Shareholder Returns
ULTRACEMCO,2022-03,-,-,+,Growth Funded by Debt
ULTRACEMCO,2023-03,+,-,-,Shareholder Returns
ULTRACEMCO,2024-03,+,-,-,Shareholder Returns
UPL,2010-03,+,-,-,Shareholder Returns
UPL,2011-03,+,-,-,Shareholder Returns
UPL,2012-03,+,-,+,Mixed
UPL,2013-03,+,-,-,Shareholder Returns
UPL,2014-03,+,-,-,Shareholder Returns
UPL,2015-03,+,-,-,Shareholder Returns
UPL,2016-03,+,-,+,Mixed
UPL,2017-03,+,-,-,Reinvestor
UPL,2018-03,+,-,+,Mixed
UPL,2019-03,+,-,-,Shareholder Returns
UPL,2020-03,+,-,-,Shareholder Returns
UPL,2021-03,+,-,-,Shareholder Returns
UPL,2022-03,+,-,+,Mixed
UPL,2023-03,+,-,-,Shareholder Returns
UPL,2024-03,+,-,+,Mixed
VEDL,2013-03,+,-,+,Mixed
VEDL,2014-03,+,-,-,Reinvestor
VEDL,2015-03,+,-,+,Mixed
VEDL,2016-03,+,-,-,Shareholder Returns
VEDL,2017-03,+,-,-,Shareholder Returns
VEDL,2019-03,+,-,-,Shareholder Returns
VEDL,2020-03,+,-,-,Shareholder Returns
VEDL,2021-03,+,-,-,Shareholder Returns
VEDL,2022-03,+,-,-,Shareholder Returns
VEDL,2023-03,+,-,+,Mixed
VEDL,2024-03,+,-,-,Shareholder Returns
WIPRO,2012-03,+,-,+,Mixed
WIPRO,2013-03,+,-,-,Reinvestor
WIPRO,2014-03,+,-,+,Mixed
WIPRO,2015-03,+,-,+,Mixed
WIPRO,2016-03,+,-,-,Shareholder Returns
WIPRO,2017-03,+,-,-,Shareholder Returns
WIPRO,2018-03,+,-,-,Reinvestor
WIPRO,2019-03,+,-,+,Mixed
WIPRO,2020-03,+,-,+,Mixed
WIPRO,2021-03,+,-,-,Shareholder Returns
WIPRO,2022-03,+,-,-,Shareholder Returns
WIPRO,2023-03,+,-,-,Shareholder Returns
WIPRO,2024-03,+,-,-,Reinvestor
ZEEL,2011-03,+,-,-,Shareholder Returns
ZEEL,2012-03,+,-,-,Shareholder Returns
ZEEL,2014-03,+,-,-,Shareholder Returns
ZEEL,2015-03,+,-,-,Shareholder Returns
ZEEL,2016-03,+,-,-,Shareholder Returns
ZEEL,2017-03,+,-,-,Shareholder Returns
ZEEL,2018-03,+,-,+,Mixed
ZEEL,2019-03,+,-,+,Mixed
ZEEL,2020-03,+,-,-,Shareholder Returns
ZEEL,2021-03,+,-,-,Shareholder Returns
ZEEL,2022-03,+,-,+,Mixed
ZEEL,2023-03,+,-,+,Mixed
ZEEL,2024-03,+,-,-,Shareholder Returns
